,data,target
110,"yankees salvage one win in seattle behind sabathia cc sabathia allowed one run in eight innings, andruw jones lined a bases-clearing double to highlight the yankees' five-run third inning, and ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/bz_pxkixuos/2011-05-29-yankees-mariners_n.htm",0
111,"yankees 5, rangers 2: savvy start by garcia helps yanks fill a void freddy garcia, who won the no. 5 starter's job out of spring training, dazzled with his ability to keep texas hitters off-balance, giving the yankees some much-needed positive news. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ywngmuuilts/17yankees.html",0
112,"sharks 2, red wings 1 : sharks slip past red wings in overtime benn ferriero scored in his playoff debut on a deflected goal that gave the san jose sharks a victory over the red wings on friday night in game 1. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/2_n8o40wa_e/ap-hkn-red-wings-sharks.html",0
113,"three defensive up-and-comers breakout offensive stars typically get their fair share of media attention, but here's a look at some of the league's top young, emerging defenders. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/aefabuvddn8/",0
114,"on soccer: no messi means no chance for arsenal the barcelona great once again showed how he is in a class of his own in his team's 3-1 victory tuesday, which sent it to the next round of the champions league soccer tournament. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/kdcnvt_qnpu/10iht-soccer10.html",0
115,reggie bush enjoying lockout: right now we'd be 'slaving' away 'for nothing' new orleans saints running back reggie bush set off fan backlash monday evening with a pair of tweets that appeared to undermine the players' ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/q8hlslzkvea/1,0
116,"lakers to work with glaad on fighting gay slurs going into the nba playoffs this weekend, the los angeles lakers have landed a new partner. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/isxusyrmm24/2011-04-15-lakers-gladd-gay-slur_n.htm",0
117,"nadal struggles, djokovic's streak rolls on in rome rafael nadal struggled past 148th-ranked qualifier paolo lorenzi 6-7 (5-7), 6-4, 6-0 in his opening match at the italian open on wednesday, looking ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/mrwh7xservc/2011-05-11-italian-open_n.htm",0
118,gonzaga hopes to be chic women's underdog everybody is loving the unexpected deep runs of virginia commonwealth and butler on the men's side. can gonzaga become the cinderella of the women's tournament? http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/afy1sncfppy/,0
119,"lightning beat capitals, take commanding 3-0 lead steven stamkos and ryan malone scored 24 seconds apart in the third period and the streaking tampa bay lightning beat washington 4-3 to push ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/vz5yf-5zdzi/2011-05-03-capitals-lightning_n.htm",0
120,previews: breaking down saturday's third-round tilts takes an in-depth look at all eight ncaa tournament games scheduled for saturday. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/py5qu3vtpc4/1,0
121,"rose, james and howard headline all-nba selections most valuable player derrick rose of the chicago bulls and lebron james of the miami heat, winner of the two previous mvp awards, were selected for this season's all-nba team, the league said on thursday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/kbinw49mjhg/us-nba-allnba-idustre74b6ab20110512",0
122,"kyle busch wins a wild one at talladega kyle busch won under a yellow flag in a wild finish saturday, taking the nationwide race at talladega superspeedway when the last of 10 crashes sent mike wallace's car flipping upside down. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/f86vvig2lxo/ap-car-nascar-nationwide.html",0
123,"bobcats 114, knicks 106: anthony's high point can't raise the knicks carmelo anthony scored 36 points, his most as a knick, but it was not enough to help the knicks climb out of a big early hole. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/9ofi3g-aqsc/27knicks.html",0
124,"texas a&m 63, stanford 62: texas a&m rallies to upset stanford tyra white's layup with 3.3 seconds left sealed the victory for the aggies, as texas a&m advanced to its first national title game. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/qq-e0dam4ly/ap-bkw-final-four-texas-am-stanford.html",0
125,"wisconsin survives pullen's big night, tops kansas state 70-65 jordan taylor hit two big free throws and blocked jacob pullen's three-point attempt in the closing seconds to overcome a rough shooting night, ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/qhogssvcsh8/2011-03-19-wisconsin-kansas-state_n.htm",0
126,nfl reimposes lockout on players after favorable court ruling the nfl's foray back into football operations lasted only one day. the eighth circuit court of appeals approved the nfl's request for a temporary ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/zkpbctr8en4/1,0
127,"tiger woods' niece cheyenne creating golf identity of her own when cheyenne woods was 2, she plucked a club from a bag, like a sword from a stone, and whacked a golf ball into the netting in her grandfather's ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/hyna9z598ma/2011-05-15-tiger-woods-niece-cheyenne_n.htm",0
128,an appraisal: ballesteros 'could get up and down out of a garbage can' the reality of the death of the great golf champion seve ballesteros in spain at the age of 54 dawned on the quail hollow club on saturday morning. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/x2ixvjdlm_q/08seve.html,0
129,"on baseball: red sox put on their rally caps for jeter derek jeter has his fans in the boston clubhouse, where red sox hitters have firsthand knowledge about slow starts. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/pzhwkuha_fq/red-sox-not-worried-about-derek-jeter.html",0
130,uncle mo is a go for kentucky derby uncle mo is ready for the kentucky derby. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/opcagx9bkow/ap-rac-kentucky-derby-uncle-mo.html,0
131,"scenarios: what it would mean if bruins win, if lightning win the boston bruins are hosting the tampa bay lightning friday night (8 et, versus) in game 7 of the eastern conference finals. the winner would ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/txjbrsqlpz8/2011-05-27-game-7-scenarios_n.htm",0
132,"big east replay: march 11 images from the semifinals of the big east basketball tournament at madison square garden, featuring uconn vs. syracuse and louisville against notre dame. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/pt63kjcaj5q/big-east-photo-replay.html",0
133,marquis pitches nationals past giants jason marquis outduelled tim lincecum to pitch the washington nationals to a 3-0 win over the san francisco giants at nationals park on friday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/n_cmwph_hz8/us-baseball-nationals-idustre73t09m20110430,0
134,thumb injury lands rockies ace ubaldo jimenez on disabled list colorado rockies ace ubaldo jimenez was placed on the 15-disabled list with a right thumb injury. his placement on the dl is retro-active to ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/wuklrm0irjw/1,0
135,brewers' erick almonte first player on concussion dl brewers utility man erick almonte went home to sleep under supervision after becoming the first major leaguer placed on the new seven-day disabled ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/lh4qv2syeya/2011-04-27-erick-almonte-concussion-dl_n.htm,0
136,"keeping score: posada put off decline for years as jorge posada struggles on the field and off, it is increasingly difficult to maintain perspective about his career and appreciate the player he once was. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/14vnjqfsqho/",0
137,woods's tantalizing surge comes up short on the back nine errant putts on 12 and 15 stood out as tiger woods's crucial errors in a fourth-place finish at the masters. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/ibgm5u4pgsc/11woods.html,0
138,"barry bonds found guilty of obstruction of justice barry bonds was convicted of obstruction of justice today, but a jury of eight women and four men could not render a verdict on three counts ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/clctnnswdne/1",0
139,"on basketball: with timely play, kidd puts finals up for grabs jason kidd did not score in game 4, but his defense on lebron james and on dwyane wade at a key moment was the difference between winning and losing. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/uvq6ppoxxzc/kidd-at-38-puts-nba-finals-up-for-grabs.html",0
140,"another big night for derrick rose carries bulls past pesky pacers derrick rose scored 36 points, carlos boozer added 17 points and 16 rebounds, and the top-seeded chicago bulls pulled out another dramatic victory ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/78ieqin9yl8/2011-04-19-bulls-pacers_n.htm",0
141,"charles barkley takes issue with ncaa selection committee as many college basketball fans -- including those in richmond, of course -- call out television analysts like dick vitale and jay bilas for ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/zyogi5_xvwc/1",0
142,"boston's beckett dominates yankees, red sox win 4-0 boston starter josh beckett looked back to his best on sunday, delivering a dominant two-hitter performance to lead the red sox to a 4-0 victory over bitter rivals the new york yankees. http://feeds.reuters.com/~r/reuters/sportsnews/~3/w9gru9zydce/us-baseball-redsox-idustre73a0jw20110411",0
143,heat rises over bulls to reach nba finals the miami heat star players cast off their struggles and staged a furious finish to beat the chicago bulls 83-80 on thursday and advance to the nba finals. http://feeds.reuters.com/~r/reuters/sportsnews/~3/oao89ekctg4/us-nba-playoffs-idustre74q0i320110527,0
144,"nba mvp smelling like rose, but others have case, too the nba mvp race looks cut and dry. chicago bulls point guard derrick rose is the winner, right? it's not that easy. http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/rv8fquu-t_w/2011-04-12-nba-mvp-candidates_n.htm",0
145,"photo replay: may 5 a view of the day in sports, with race horses in louisville, wrestling in times square and golf out of the water in athens, ga. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/7fc3bfej0xs/photo-replay.html",0
146,"golden oldie watson wins senior pga title in playoff a decade after winning his first senior pga championship, tom watson won the title for a second time with a playoff victory over fellow american david eger in louisville, kentucky on sunday. http://feeds.reuters.com/~r/reuters/sportsnews/~3/vyn6bkqs0mq/us-golf-watson-idustre74t01u20110530",0
147,"phillies 11, mets 0: halladay earns first win as phillies rout mets roy halladay pitched seven sharp innings for his first win of the season, wilson valdez had a career-high four hits, as the philadelphia phillies beat the mets on thursday. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/epkebqjsb6u/ap-bbn-mets-phillies.html",0
148,"handzus' last-minute goal lifts kings over stars with the game seemingly headed for overtime, michal handzus carved out space in front of the net and grabbed a critical two points for the los ... http://rssfeeds.usatoday.com/~r/usatodaycomsports-topstories/~3/fnrnid9ggco/2011-03-13-kings-stars_n.htm",0
149,westwood and mcilroy draw criticism for skipping players decisions by world number one lee westwood and briton rory mcilroy to skip this week's players championship at the tpc sawgrass have drawn stinging criticism from american sports commentators. http://feeds.reuters.com/~r/reuters/sportsnews/~3/rs4-osqzvrk/us-golf-pga-players-westwood-idustre74a7f620110511,0
150,"rangers 5, penguins 2 | n.h.l. roundup: devils end two-game slide in columbus martin brodeur earned his 115th shutout during the devils' victory on sunday. http://feeds1.nytimes.com/~r/nyt/rss/sports/~3/scta8roxrfa/21nhl.html",0
